koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
FALSE POSITIVE,1,0,1,1,0.566795467,4.50E-06,-4.50E-06,131.84,0.00729,-0.00729,0.504,0.039,-0.444,4.712,0.355,-0.355,38.2,2.8,-2.8,0.67,0.19,-0.13,2254,6076.99,5067.54,-2497.14,25.8,1,5642,152,-152,4.337,0.185,-0.185,1.056,0.3,-0.2,291.25778,42.580139,13.867
CANDIDATE,0,0,0,0,4.72693131,7.12E-05,-7.12E-05,135.2927,0.0128,-0.0128,0.065,0.383,-0.065,4.036,0.355,-0.355,26.2,2.6,-2.6,0.61,0.12,-0.08,1203,495.58,248.36,-142.01,11.5,1,5950,71,-83,4.323,0.096,-0.144,1.196,0.235,-0.157,294.12488,46.67289,12.788
CANDIDATE,0,0,0,0,10.0989634,0.0001171,-0.0001171,132.3351,0.00841,-0.00841,0.529,0.435,-0.325,6.428,0.472,-0.472,57,7.2,-7.2,1.03,0.18,-0.16,1016,251.36,118.44,-80.06,8.9,2,6174,74,-86,4.244,0.125,-0.125,1.318,0.243,-0.199,292.20471,37.221218,13.96
CONFIRMED,0,0,0,0,26.5487294,0.0003556,-0.0003556,137.24401,0.00926,-0.00926,0.21,0.245,-0.21,7.968,0.27,-0.27,142,10.6,-10.6,2.54,0.99,-1.6,836,115.61,139.52,-101.58,15.3,1,5456,191,-172,3.802,0.69,-0.23,2.154,0.833,-1.354,299.86182,45.827351,13.961
CANDIDATE,0,0,0,0,0.492291661,3.51E-07,-3.51E-07,132.393012,0.000647,-0.000647,0.957,0.201,-0.53,0.894,0.104,-0.104,1107.6,29.9,-29.9,3.42,0.34,-0.34,1788,2415.37,945.34,-722.67,62,1,4971,176,-176,4.566,0.072,-0.048,0.718,0.072,-0.072,285.25616,41.595589,15.986
FALSE POSITIVE,0,0,1,1,2.42803503,4.19E-05,-4.19E-05,133.5931,0.0148,-0.0148,0.057,0.399,-0.057,3.045,0.513,-0.513,73.8,10.4,-10.4,0.85,0.24,-0.07,1516,1249.87,1047.72,-307.98,8.8,1,6609,157,-196,4.484,0.036,-0.204,0.974,0.286,-0.076,296.99017,47.130661,14.049
FALSE POSITIVE,0,1,1,1,0.787120016,1.79E-06,-1.79E-06,131.73939,0.0019,-0.0019,1.263,0.668,-0.034,3.1648,0.0946,-0.0946,265.5,7.3,-7.3,23.81,2.81,-3.12,1972,3579.78,1514.49,-1214.25,43.3,1,6112,201,-201,4.481,0.15,-0.1,0.787,0.093,-0.103,295.2811,40.132858,14.964
CANDIDATE,0,0,0,0,13.12297275,9.29E-05,-9.29E-05,136.08882,0.00577,-0.00577,0.885,0.033,-0.604,2.234,0.182,-0.182,43.7,4,-4,1.29,0.22,-0.28,1030,266.05,132.55,-114.97,12.9,1,6134,124,-124,4.065,0.182,-0.098,1.665,0.293,-0.358,290.45831,48.661369,11.265
CONFIRMED,0,0,0,0,6.28384079,4.88E-05,-4.88E-05,133.20513,0.00704,-0.00704,0.101,0.362,-0.101,4.291,0.167,-0.167,35.7,2.6,-2.6,0.73,0.12,-0.11,1108,356.49,166.1,-121.65,14.9,1,5888,105,-129,4.275,0.144,-0.108,1.227,0.207,-0.186,287.37125,39.603569,12.4
CONFIRMED,0,0,0,0,174.510276,0.002148,-0.002148,201.47056,0.00966,-0.00966,0.024,0.413,-0.024,6.689,0.345,-0.345,1530,115,-115,1.74,0.14,-0.2,186,0.28,0.09,-0.09,14.8,1,4367,124,-155,4.822,0.06,-0.054,0.452,0.038,-0.052,300.48816,44.46067,15.873
CANDIDATE,0,0,0,0,0.681180633,1.66E-06,-1.66E-06,131.63459,0.00207,-0.00207,0.31,0.137,-0.31,0.8844,0.0834,-0.0834,156.4,12.2,-12.2,2.97,0.78,-0.26,2782,14116.16,9945.02,-2786.12,16.6,1,4939,81,-44,3.635,0.096,-0.144,2.377,0.627,-0.209,292.90771,38.68309,15.069
FALSE POSITIVE,1,0,0,0,7.65270746,6.54E-05,-6.54E-05,134.46038,0.00619,-0.00619,0.97,0.879,-0.942,79.8969,0,0,641.1,42.9,-42.9,3.21,0.97,-0.32,989,226.81,195.16,-64.34,254.3,1,6328,151,-189,4.481,0.05,-0.2,0.963,0.29,-0.097,295.50211,38.98354,13.099
CONFIRMED,0,0,0,0,2.27164952,2.11E-05,-2.11E-05,131.82601,0.00731,-0.00731,0.01,0.452,-0.01,4.054,0.196,-0.196,82.4,7.6,-7.6,0.97,0.33,-0.11,1522,1269.46,1273.29,-414.95,12.7,1,6274,174,-240,4.434,0.056,-0.224,1.062,0.361,-0.12,295.32983,42.534962,15.332
FALSE POSITIVE,0,0,1,0,3.84835742,3.31E-05,-3.31E-05,133.25649,0.00694,-0.00694,0.671,0.252,-0.426,10.18,0.224,-0.224,84.2,2.9,-2.9,0.77,0.21,-0.06,1051,288.62,220.58,-72.71,32.8,1,5709,154,-154,4.57,0.042,-0.168,0.798,0.207,-0.069,297.50562,39.756802,13.656
FALSE POSITIVE,0,0,1,0,1.0388961,1.14E-05,-1.14E-05,132.37849,0.00836,-0.00836,1.7017,0.2795,-0.3892,4.755,0.573,-0.573,600.8,54.7,-54.7,114.1,87.12,-16.68,2494,9145.54,22350.48,-3396.5,14.7,1,7043,182,-256,4.264,0.071,-0.422,1.45,1.107,-0.212,290.86606,40.901581,12.114
FALSE POSITIVE,0,1,1,0,0.785473311,8.84E-07,-8.84E-07,131.861548,0.00091,-0.00091,0.389,0.091,-0.389,1.3911,0.0296,-0.0296,339.6,6.9,-6.9,1.61,0.3,-0.22,1769,2325.64,1380.11,-793.02,57,1,5356,175,-159,4.466,0.1,-0.125,0.871,0.16,-0.12,298.92361,40.749538,14.333
FALSE POSITIVE,0,0,1,1,5.2438982,0.0001018,-0.0001018,132.6882,0.0248,-0.0248,0.644,0.302,-0.409,7.881,0.432,-0.432,162.2,7.5,-7.5,1.24,0.36,-0.16,1026,262.14,231.56,-86.95,18.7,1,5804,172,-190,4.473,0.078,-0.195,0.927,0.273,-0.117,291.8269,41.7099,15.563
CANDIDATE,0,0,0,0,9.08745206,8.19E-05,-8.19E-05,139.99222,0.00767,-0.00767,0.341,0.112,-0.341,3.786,0.202,-0.202,35.1,3.2,-3.2,0.73,0.12,-0.11,980,217.95,101.55,-74.37,11.7,2,5888,105,-129,4.275,0.144,-0.108,1.227,0.207,-0.186,287.37125,39.603569,12.4
FALSE POSITIVE,0,0,0,1,2.9761504,0.0001345,-0.0001345,132.9276,0.041,-0.041,0.064,0.395,-0.064,6.079,0.867,-0.867,259.5,38.1,-38.1,1.02,0.04,-0.09,811,102.54,23.03,-28.76,8.3,3,4236,129,-142,4.612,0.052,-0.017,0.664,0.028,-0.061,290.15723,38.52438,15.104
CONFIRMED,0,0,0,0,64.0019669,0.0006215,-0.0006215,132.61779,0.00688,-0.00688,0.701,0.013,-0.526,4.724,0.231,-0.231,1112.5,83.9,-83.9,2.48,0.12,-0.11,322,2.55,0.44,-0.38,14.2,2,4652,74,-83,4.617,0.02,-0.032,0.697,0.034,-0.03,301.72076,44.41206,15.856
CONFIRMED,0,0,0,0,4.83809469,8.80E-05,-8.80E-05,135.1562,0.0107,-0.0107,0.014,0.438,-0.014,1.096,0.135,-0.135,1544,169,-169,0.79,0.12,-0.12,354,3.7,1.58,-1.31,11.3,1,3187,62,-88,5.091,0.01,-0.01,0.2,0.03,-0.03,289.37668,41.158672,17.058
CONFIRMED,0,0,0,0,9.3281912,0.0001021,-0.0001021,132.85459,0.00993,-0.00993,0.044,0.4,-0.044,3.991,0.249,-0.249,45.2,3.8,-3.8,0.59,0.09,-0.03,788,91.02,37.13,-13.94,13.7,1,5525,74,-82,4.514,0.032,-0.128,0.888,0.138,-0.046,286.38693,47.016628,12.897
CANDIDATE,0,0,0,0,0.629001455,4.57E-06,-4.57E-06,131.55662,0.00643,-0.00643,0.365,0.104,-0.365,1.263,0.202,-0.202,14.7,2,-2,0.81,0.17,-0.24,3375,30567.67,18880.37,-17052.93,9.4,1,6739,161,-202,3.948,0.259,-0.111,2.059,0.439,-0.604,291.92636,37.101292,11.283
CONFIRMED,0,0,0,0,2.71603664,1.41E-05,-1.41E-05,132.35962,0.00441,-0.00441,0.44,0.513,-0.242,1.744,0.125,-0.125,98.5,8.7,-8.7,1.05,0.14,-0.06,1360,807.43,278.79,-137.87,13.1,1,6011,72,-90,4.452,0.026,-0.104,1.041,0.138,-0.064,293.62308,47.96191,14.801
CANDIDATE,0,0,0,0,75.8781344,0.0003549,-0.0003549,194.67762,0.00468,-0.00468,0.705,0.266,-0.475,1.383,0.18,-0.18,1054,120,-120,3.39,0.91,-0.49,417,7.18,5.81,-2.53,11.9,1,5579,166,-166,4.413,0.12,-0.18,0.972,0.261,-0.141,282.16364,43.510132,15.183
CANDIDATE,0,0,0,0,147.661729,0.001501,-0.001501,243.95262,0.00829,-0.00829,0.002,0.44,-0.002,6.207,0.323,-0.323,1087.8,93.9,-93.9,1.59,0.12,-0.14,176,0.23,0.06,-0.05,13.2,1,3788,76,-84,4.774,0.036,-0.04,0.49,0.037,-0.041,295.11722,39.27409,15.645
CANDIDATE,0,0,0,0,13.00291716,7.48E-05,-7.48E-05,132.02306,0.00524,-0.00524,0.701,0.061,-0.494,3.058,0.154,-0.154,225.3,18.7,-18.7,1.28,0.35,-0.11,710,60.11,48.06,-15.53,14,1,5796,155,-173,4.575,0.044,-0.176,0.8,0.218,-0.068,298.2934,40.239632,14.634
FALSE POSITIVE,1,0,0,0,319.30633,0.01571,-0.01571,221.3106,0.0344,-0.0344,0.092,0.363,-0.092,6.74,1.1,-1.1,155.2,27.4,-27.4,1.26,0.43,-0.14,279,1.44,1.44,-0.46,7.2,1,6095,171,-214,4.459,0.056,-0.224,1.014,0.341,-0.114,292.33884,38.84491,13.327
FALSE POSITIVE,0,0,1,0,42.0292298,0.0008246,-0.0008246,138.8086,0.015,-0.015,0.015,0.441,-0.015,8.499,0.371,-0.371,373.7,27.6,-27.6,2.33,0.38,-0.31,578,26.46,11.11,-7.78,14.5,2,5850,70,-88,4.297,0.12,-0.12,1.217,0.199,-0.163,290.73447,45.297791,15.085
FALSE POSITIVE,0,0,1,1,1.75254087,1.93E-05,-1.93E-05,132.73775,0.00789,-0.00789,0.5574,0.0007,-0.5021,4.098,0.419,-0.419,42.5,3.3,-3.3,1.41,0.45,-0.56,2423,8141.84,7640.51,-5521.16,17.7,1,6660,177,-224,3.894,0.346,-0.159,2.074,0.666,-0.814,297.16086,39.63007,12.58
FALSE POSITIVE,0,1,0,0,0.505111993,7.11E-07,-7.11E-07,131.51614,0.00118,-0.00118,0.841,0.059,-0.573,0.4053,0.0684,-0.0684,212.8,13.1,-13.1,1.58,0.24,-0.14,1886,2970.58,1496.34,-737.87,18.7,1,5262,158,-142,4.59,0.032,-0.104,0.783,0.122,-0.066,288.59683,46.326038,15.544
CONFIRMED,0,0,0,0,3.38557445,1.87E-05,-1.87E-05,133.97411,0.00436,-0.00436,0.129,0.326,-0.129,1.879,0.136,-0.136,121.9,11.2,-11.2,1.63,0.42,-0.64,1476,1122.9,882.68,-749.25,13.1,1,5718,169,-152,4.069,0.42,-0.168,1.48,0.386,-0.579,300.93539,45.596539,13.767
FALSE POSITIVE,0,0,1,0,2.754024,0.0005967,-0.0005967,133.731,0.176,-0.176,0.7277,0.1957,-0.4837,4.15,0.529,-0.529,172.2,16.8,-16.8,1.68,0.96,-0.24,1553,1374.41,2440.86,-511.21,13.8,1,6419,185,-252,4.321,0.105,-0.318,1.188,0.682,-0.168,290.64301,48.887501,14.059
FALSE POSITIVE,0,0,1,0,1.975208831,8.23E-06,-8.23E-06,131.63127,0.00351,-0.00351,0.559,0.387,-0.337,1.513,0.121,-0.121,76.3,6.5,-6.5,1.59,0.24,-0.35,2064,4299.89,1733.32,-1779.24,15.1,1,6401,77,-77,4.029,0.196,-0.098,1.744,0.273,-0.376,292.16486,37.275742,13.609
FALSE POSITIVE,1,0,1,1,0.960843605,3.70E-06,-3.70E-06,131.7739,0.00316,-0.00316,1.143,0.951,-0.126,3.22,0.195,-0.195,141.7,6.8,-6.8,19.15,5.4,-2.69,1904,3120.32,2604.65,-1123.24,25.5,1,5708,160,-200,4.378,0.087,-0.188,1.129,0.318,-0.159,295.55756,46.172241,14.92
CONFIRMED,0,0,0,0,13.3997555,0.0001208,-0.0001208,131.84235,0.00667,-0.00667,0.375,0.077,-0.375,3.534,0.188,-0.188,167.3,14.1,-14.1,1.51,0.46,-0.18,886,145.65,126.7,-47.4,13.6,1,6401,153,-211,4.389,0.062,-0.188,1.15,0.35,-0.14,287.7627,43.274429,14.924
CANDIDATE,0,0,0,0,2.49385348,1.18E-05,-1.18E-05,133.15177,0.00372,-0.00372,0.331,0.12,-0.331,1.414,0.116,-0.116,46.9,4.7,-4.7,0.59,0.06,-0.05,1251,579.64,184.26,-131.64,12.3,1,5615,112,-112,4.477,0.088,-0.072,0.85,0.088,-0.072,282.63617,43.3661,13.03
FALSE POSITIVE,0,0,1,1,5.93725628,6.08E-05,-6.08E-05,135.9371,0.0101,-0.0101,0.351,0.104,-0.351,3.639,0.254,-0.254,115.6,8.1,-8.1,0.86,0.13,-0.12,891,148.97,71.27,-49.98,17.1,1,5428,162,-162,4.494,0.115,-0.104,0.799,0.117,-0.107,289.20834,50.61599,14.702
CANDIDATE,0,0,0,0,18.22211768,8.40E-05,-8.40E-05,553.06646,0.00339,-0.00339,0.973,69.79,-1.21,2.044,0.171,-0.171,2318,185,-185,7.45,1.99,-1.22,620,34.99,29.4,-13.78,15.2,1,5162,181,-181,4.411,0.144,-0.252,0.958,0.255,-0.157,294.36514,46.501759,16.084
CONFIRMED,0,0,0,0,4.56383697,4.58E-05,-4.58E-05,132.26068,0.0076,-0.0076,0.365,0.094,-0.365,2.271,0.227,-0.227,201.8,23.7,-23.7,1.22,0.24,-0.13,980,218.18,132,-63.03,9.9,1,5408,160,-160,4.496,0.07,-0.13,0.861,0.168,-0.09,285.72272,43.00948,15.448
CANDIDATE,0,0,0,0,16.5340022,0.0002426,-0.0002426,135.409,0.0128,-0.0128,0.525,0.433,-0.326,4.063,0.374,-0.374,89.2,10.4,-10.4,1.17,0.2,-0.19,819,106.21,51.98,-37.19,9.3,5,6052,121,-133,4.285,0.137,-0.112,1.202,0.208,-0.189,288.37024,43.35461,13.268
CONFIRMED,0,0,0,0,0.341842017,2.28E-07,-2.28E-07,131.660336,0.000545,-0.000545,0.957,0.115,-0.721,1.1554,0.0417,-0.0417,285.6,5.3,-5.3,1.72,0.2,-0.14,2023,3991.16,1597.04,-949.26,70.1,1,5016,151,-136,4.601,0.03,-0.07,0.747,0.086,-0.058,285.41061,44.412209,14.915
CANDIDATE,0,0,0,0,13.9482197,0.00023,-0.00023,132.7505,0.0121,-0.0121,0.197,0.247,-0.196,7.686,0.338,-0.338,119.4,9.5,-9.5,2.53,0.42,-0.78,1063,301.8,136.06,-164.87,14.5,1,5529,91,-75,3.808,0.217,-0.078,2.346,0.389,-0.722,284.35312,48.740211,14.305
CANDIDATE,0,0,0,0,5.67577999,5.45E-05,-5.45E-05,134.91027,0.00854,-0.00854,0.91,0.059,-0.639,3.554,0.209,-0.209,51.2,5.3,-5.3,1.22,0.39,-0.24,1357,802.11,733.27,-354.6,11.2,1,6681,161,-241,4.233,0.124,-0.186,1.438,0.459,-0.282,288.56729,41.09013,13.802
CANDIDATE,0,0,0,0,49.564693,0.0008238,-0.0008238,170.6973,0.0102,-0.0102,0.685,0.009,-0.521,8.54,0.423,-0.423,113.5,8.7,-8.7,1.63,0.3,-0.3,588,28.19,14.16,-10.96,15,1,5907,107,-131,4.212,0.143,-0.117,1.442,0.263,-0.263,300.56241,46.037819,12.83
FALSE POSITIVE,0,0,1,1,4.29258258,3.68E-05,-3.68E-05,131.77675,0.00725,-0.00725,0.339,0.113,-0.339,3.069,0.17,-0.17,369.6,26.6,-26.6,1.87,0.56,-0.18,1161,428.77,389.18,-135.49,16.1,1,6137,191,-255,4.487,0.05,-0.2,0.963,0.288,-0.096,289.91635,43.507671,15.888
FALSE POSITIVE,1,0,1,0,0.960842633,4.40E-07,-4.40E-07,131.777663,0.000367,-0.000367,1.341,0.363,-0.239,2.6441,0.0206,-0.0206,2022.9,13.4,-13.4,67.53,20.93,-13.96,2808,14655.53,13807.27,-6885.77,176.1,1,7381,232,-310,4.186,0.124,-0.186,1.597,0.495,-0.33,295.5596,46.17804,13.402
CONFIRMED,0,0,0,0,5.49548533,2.68E-05,-2.68E-05,133.63966,0.00453,-0.00453,0.202,0.252,-0.202,2.461,0.122,-0.122,85.8,7.1,-7.1,1.3,0.36,-0.36,1293,661.04,564.99,-367.92,14.2,1,6157,197,-241,4.159,0.258,-0.172,1.392,0.388,-0.388,281.89731,46.722664,13.95
CANDIDATE,0,0,0,0,2.89494709,2.25E-05,-2.25E-05,132.62547,0.0058,-0.0058,0.191,0.266,-0.191,3.254,0.179,-0.179,45.8,3.8,-3.8,1.16,0.34,-0.28,1919,3204.25,2992.58,-1774.8,14.3,1,7087,250,-428,4.137,0.17,-0.187,1.684,0.501,-0.41,291.54343,38.048759,13.458
CONFIRMED,0,0,0,0,20.4853893,0.0003165,-0.0003165,146.9183,0.0118,-0.0118,0.834,0.123,-0.57,10.229,0.314,-0.314,89.5,5.4,-5.4,3.6,0.67,-0.6,1015,251.16,121.29,-87.29,17.9,2,4938,69,-79,3.45,0.143,-0.13,3.324,0.613,-0.551,290.62183,51.057301,13.007
CONFIRMED,0,0,0,0,3.58273837,2.32E-05,-2.32E-05,134.95108,0.00574,-0.00574,0.143,0.312,-0.143,1.523,0.154,-0.154,360.5,38,-38,1.64,0.37,-0.16,1064,302.74,215.05,-86.99,11.6,1,5448,179,-179,4.517,0.05,-0.15,0.872,0.197,-0.085,296.159,44.56311,15.965
CONFIRMED,0,0,0,0,15.604841,0.0001334,-0.0001334,131.9989,0.00654,-0.00654,0.715,0.234,-0.497,4.543,0.172,-0.172,73.4,5,-5,1.57,0.32,-0.48,1013,248.62,153.97,-144.65,15.3,1,6254,174,-212,4.019,0.266,-0.114,1.706,0.349,-0.524,298.20261,44.925831,13.096
FALSE POSITIVE,0,1,1,0,62.060783,0.002215,-0.002215,134.4944,0.035,-0.035,0.928,0.013,-0.653,28.203,0.777,-0.777,472.9,26.6,-26.6,2.11,0.5,-0.17,400,6.07,4.63,-1.57,19.9,1,5526,200,-183,4.578,0.045,-0.144,0.784,0.185,-0.062,287.24524,38.68808,15.745
CANDIDATE,0,0,0,0,170.995748,0.00123,-0.00123,163.95737,0.00643,-0.00643,0.839,0.099,-0.589,3.88,0.174,-0.174,477.1,35.6,-35.6,4.9,0.83,-1.25,463,10.86,4.73,-5.16,15.5,1,6127,73,-85,3.991,0.188,-0.101,1.983,0.337,-0.506,298.03305,39.883179,13.985
FALSE POSITIVE,1,0,1,1,12.4252735,0.0004776,-0.0004776,141.5658,0.0411,-0.0411,0.171,0.313,-0.171,20.756,0.369,-0.369,84.7,2.6,-2.6,2.37,0.46,-0.93,1299,673.53,422.56,-455.15,36.6,1,6156,203,-203,3.703,0.323,-0.108,2.557,0.5,-1,297.66504,40.681992,13.046
CANDIDATE,0,0,0,0,19.5650801,0.0001766,-0.0001766,136.28555,0.00743,-0.00743,0.025,0.425,-0.025,4.242,0.277,-0.277,61.7,5.3,-5.3,0.97,0.18,-0.12,791,92.77,46.07,-27.1,13.8,1,6180,111,-135,4.294,0.099,-0.132,1.235,0.223,-0.149,283.72427,46.879112,12.674
FALSE POSITIVE,0,0,1,1,2.17823752,2.25E-05,-2.25E-05,132.00513,0.00734,-0.00734,0.037,0.403,-0.037,2.259,0.26,-0.26,44,5.7,-5.7,0.64,0.18,-0.09,1473,1114.8,879.64,-392.18,10.1,1,6052,163,-181,4.422,0.105,-0.18,0.969,0.26,-0.14,288.19992,46.149422,14.102
FALSE POSITIVE,1,0,0,1,1.404674486,9.35E-06,-9.35E-06,131.55621,0.00478,-0.00478,0.8171,0.0573,-0.5652,5.056,0.158,-0.158,155.5,8.7,-8.7,0.86,0.08,-0.08,1126,379.5,128.34,-97.14,20.7,1,4716,138,-132,4.65,0.056,-0.038,0.609,0.056,-0.053,291.97629,37.668652,14.962
CONFIRMED,0,0,0,0,12.3101351,0.0001292,-0.0001292,141.8765,0.00727,-0.00727,0.783,0.18,-0.576,3.797,0.199,-0.199,263.7,22.8,-22.8,1.51,0.07,-0.11,651,42.42,7.04,-8.25,12.9,2,5009,82,-75,4.491,0.077,-0.028,0.84,0.038,-0.063,289.85889,48.693851,15.629
CONFIRMED,0,0,0,0,2.61576515,1.62E-05,-1.62E-05,131.97896,0.00563,-0.00563,0.25,0.194,-0.25,2.777,0.145,-0.145,120.4,9.4,-9.4,1.06,0.31,-0.13,1379,851.6,731.11,-281.87,15.1,1,6088,165,-201,4.446,0.084,-0.196,0.958,0.28,-0.12,292.98834,49.48497,15.18
FALSE POSITIVE,1,0,0,0,409.2452,0.1121,-0.1121,265.2465,0.0486,-0.0486,0.0176,0.4272,-0.0176,13.06,1.8,-1.8,531.2,69.4,-69.4,2.1,0.83,-0.24,244,0.84,1.01,-0.24,12.8,1,5910,172,-165,4.466,0.074,-0.271,0.911,0.362,-0.101,289.90698,42.0462,15.42
CONFIRMED,0,0,0,0,6.94245216,5.04E-05,-5.04E-05,135.95819,0.00657,-0.00657,0.485,0.487,-0.285,3.491,0.147,-0.147,160.8,12.8,-12.8,1.34,0.42,-0.14,1003,239.39,229.11,-75.54,14.7,1,6108,193,-236,4.466,0.054,-0.216,1.03,0.324,-0.108,292.15866,49.63776,15.158
CANDIDATE,0,0,0,0,5.53312006,7.18E-05,-7.18E-05,132.1648,0.00669,-0.00669,0.299,0.174,-0.299,3.486,0.325,-0.325,53.1,5,-5,1.05,0.18,-0.2,1303,680.77,309.09,-260.78,13.4,1,6170,83,-83,4.15,0.168,-0.112,1.425,0.248,-0.275,293.68127,41.611969,13.591
FALSE POSITIVE,1,0,0,0,200.721168,0.004808,-0.004808,280.0733,0.0159,-0.0159,0.234,0.225,-0.234,9.91,0.492,-0.492,822.5,71.9,-71.9,3.32,0.53,-0.58,327,2.72,1.15,-0.96,13.1,1,5566,83,-75,4.275,0.162,-0.108,1.17,0.186,-0.204,288.90952,51.930561,15.511
CONFIRMED,0,0,0,0,9.4061364,0.0001239,-0.0001239,137.7073,0.0118,-0.0118,0.397,0.055,-0.397,4.882,0.312,-0.312,79.5,6.8,-6.8,1.14,0.19,-0.2,981,219.36,99.34,-83.24,13.2,1,5855,105,-117,4.24,0.162,-0.108,1.268,0.207,-0.228,292.67773,49.66391,14.09
FALSE POSITIVE,0,1,0,0,1.489457454,9.96E-06,-9.96E-06,131.99809,0.00771,-0.00771,0.171,0.361,-0.171,3.028,0.134,-0.134,56.3,2.3,-2.3,1.58,0.34,-0.51,2415,8026.6,5024.1,-4729.45,29.7,1,6316,154,-173,3.908,0.292,-0.117,2.087,0.449,-0.673,284.69278,44.010208,13.09
FALSE POSITIVE,0,0,1,0,1.181165291,3.89E-06,-3.89E-06,132.42522,0.00276,-0.00276,0.632,0.045,-0.474,1.013,0.113,-0.113,370.4,35.5,-35.5,1.52,0.2,-0.14,1398,905.88,411.38,-238.26,14.1,1,5203,169,-154,4.582,0.048,-0.078,0.747,0.098,-0.066,291.34879,51.256119,15.971
CONFIRMED,0,0,0,0,66.373298,0.0007009,-0.0007009,174.01595,0.00509,-0.00509,0.021,0.411,-0.021,8.559,0.787,-0.787,415,31.9,-31.9,1.99,0.64,-0.21,471,11.59,10.94,-3.51,13.7,1,6143,164,-200,4.47,0.056,-0.224,0.976,0.315,-0.105,285.5575,49.33007,15.37
CONFIRMED,0,0,0,0,13.61165024,8.50E-05,-8.50E-05,144.16808,0.00438,-0.00438,0.112,0.337,-0.112,7.617,0.14,-0.14,95.5,3.3,-3.3,1.46,0.27,-0.24,958,198.73,98.98,-71.43,31.6,2,6170,110,-135,4.192,0.137,-0.125,1.499,0.272,-0.245,289.92145,46.74456,12.805
CANDIDATE,0,0,0,0,17.7189786,0.0003257,-0.0003257,138.8021,0.0133,-0.0133,0.05,0.405,-0.05,4.102,0.428,-0.428,176.8,20.2,-20.2,1.44,0.22,-0.2,713,61.01,25.03,-18.19,9.7,2,5566,83,-75,4.329,0.132,-0.108,1.099,0.168,-0.153,294.69406,45.86684,15.246
CANDIDATE,0,0,0,0,6.24564633,5.44E-05,-5.44E-05,137.16241,0.0071,-0.0071,0.594,0.382,-0.384,2.459,0.182,-0.182,212,21.2,-21.2,1.06,0.12,-0.07,731,67.62,27.85,-16.43,11.9,1,4858,161,-161,4.622,0.027,-0.059,0.707,0.08,-0.049,287.96814,46.470612,15.485
FALSE POSITIVE,0,1,1,1,0.945829261,5.18E-06,-5.18E-06,132.09286,0.00461,-0.00461,0.326,0.15,-0.326,1.715,0.124,-0.124,98.2,7.7,-7.7,0.86,0.21,-0.07,1790,2433.01,1748.46,-637.83,15.1,1,5959,160,-178,4.546,0.042,-0.168,0.859,0.209,-0.075,292.01379,42.28875,15.263
FALSE POSITIVE,0,0,1,0,0.973160836,4.30E-06,-4.30E-06,132.25412,0.00353,-0.00353,0.034,0.452,-0.034,0.864,0.191,-0.191,138.3,20.7,-20.7,1.22,0.39,-0.13,1932,3303.84,3066.78,-1042.56,9.8,1,6108,172,-236,4.466,0.052,-0.208,1.03,0.323,-0.108,294.86813,44.283199,15.238
FALSE POSITIVE,0,0,0,1,4.05943749,2.57E-05,-2.57E-05,133.1883,0.00665,-0.00665,0.914,0.055,-0.69,3.245,0.137,-0.137,105.4,6.9,-6.9,2.11,1.1,-1.1,1295,664.54,1119.9,-531.93,18.1,1,5051,192,-174,3.978,0.572,-0.308,1.655,0.862,-0.862,290.63043,44.565601,13.514
CANDIDATE,0,0,0,0,4.72519164,6.89E-05,-6.89E-05,131.9997,0.0102,-0.0102,0.6,0.04,-0.471,3.751,0.34,-0.34,98.8,11.9,-11.9,3.98,0.57,-1.69,2250,6060.79,2623.51,-4285.29,10,2,6655,160,-200,3.49,0.376,-0.094,3.831,0.542,-1.627,295.1442,38.799831,12.358
FALSE POSITIVE,0,0,0,1,6.39903778,3.30E-05,-3.30E-05,134.7133,0.00529,-0.00529,0.241,0.198,-0.241,3.15,0.129,-0.129,186.6,9,-9,6.54,1.96,-3.19,1780,2376.4,2037.34,-1830.11,24.1,1,5178,124,-171,3.286,0.372,-0.217,4.856,1.456,-2.366,283.47574,41.775318,13.507
CANDIDATE,0,0,0,0,66.6434565,0.0003688,-0.0003688,170.08058,0.00449,-0.00449,0.985,0.045,-0.754,2.385,0.18,-0.18,277.3,21.8,-21.8,2.99,0.62,-0.38,476,12.17,6.56,-3.4,14.8,1,5751,77,-77,4.339,0.1,-0.15,1.164,0.242,-0.149,290.9227,48.180328,13.224
FALSE POSITIVE,0,1,1,1,0.739761008,3.79E-06,-3.79E-06,131.80913,0.00407,-0.00407,1.2359,0.0283,-0.2054,7.589,0.621,-0.621,292.1,12.5,-12.5,9.67,1.39,-1.38,839,117.05,44.98,-36.65,34.7,1,3417,50,-57,4.9,0.06,-0.06,0.35,0.05,-0.05,292.69855,37.778481,15.049
